;valor norm;predict
4608;-0.09035355236867275;-0.053765588
780;-0.09071714171383435;-0.08890779
928;-0.09389158774597428;-0.0945654
4253;-0.09094705925943643;-0.06640106
204;-0.09374596561157761;-0.08916133
1070;-0.09170725573002421;-0.086845666
260;-0.09362946790406027;-0.090571016
5448;-0.09154046363221749;-0.09253407
2490;-0.09258098853640423;-0.07467763
6140;-0.09164900687626554;-0.08696605
1146;-0.09461969841795764;-0.09538144
6575;-0.07353361335731959;-0.092288636
4360;-0.09513228833103392;-0.08340042
5933;-0.08674927639487685;-0.09158511
4923;-0.08908605731088412;-0.093904145
1854;-0.0874679041534683;-0.082964554
5423;-0.09346438366264576;-0.09100683
4427;-0.08954913569826553;-0.08650347
3524;-0.060427621261619144;-0.07773288
385;-0.09460028232753426;-0.09230817
51;-0.09066992111555781;-0.08744436
4877;-0.08926080387216012;-0.084098466
3353;-0.08733859169812405;-0.08764813
1749;-0.0946779472717163;-0.07299272
6327;-0.09188200229130021;-0.08121013
4127;-0.09188200229130021;-0.08671637
5709;-0.09479444497923364;-0.08957981
4808;-0.09386246331909494;-0.09304616
4948;-0.08911925915752655;-0.04222342
5991;-0.09117835613789549;-0.05130442
1412;-0.08928733098265036;-0.09128537
428;-0.0859802284284719;-0.078008056
930;-0.07411610189490628;-0.08488711
6987;-0.08106024831556256;-0.09201262
1796;-0.09455585767423813;-0.09253119
6702;-0.03712807975815169;-0.07759234
1354;-0.09516723764328912;0.053455062
137;-0.09444495185668163;-0.094765365
5756;0.01560691420417987;-0.08714321
6567;-0.09494006711363032;-0.09102891
2249;-0.09118301604619619;-0.091637544
3815;-0.0946779472717163;-0.09430883
4596;-0.09488266578069383;-0.0829217
4012;-0.0942834860340626;-0.0945053
4007;-0.09071702521612683;-0.08589566
4891;-0.08081472007715317;-0.085865945
1575;-0.09287356087906327;-0.071743645
1376;-0.09392071217285361;-0.0776378
3604;-0.09104608522326885;-0.07902178
2612;-0.08605711691543334;-0.09289198
2354;-0.08489213984025998;-0.06895129
635;-0.09188200229130021;-0.088610485
4057;-0.0924644908288869;-0.09175747
5059;-0.09424440105319054;-0.099103525
6287;-0.09150687967309439;-0.083309576
94;-0.0914626105442378;-0.09100648
3907;-0.08955204814095347;-0.075896025
2669;-0.09206094277004684;-0.0920554
2301;-0.09362946790406027;-0.08427067
821;-0.0945032007104403;-0.0942508
5792;-0.08110596434594651;-0.08582821
155;-0.09374596561157761;-0.09706176
6274;-0.06974743786300613;-0.056227613
5788;-0.0854376403557099;-0.09409627
445;-0.0946779472717163;-0.09462813
5650;-0.0817985822438691;-0.08339251
1410;-0.08955204814095347;-0.098473296
244;-0.08943555043343612;-0.0916709
4782;-0.08733205384677818;-0.085618764
5326;-0.08108592674025353;-0.078163125
1590;-0.09188782717667608;-0.08922181
4145;-0.09013453667854016;-0.08731709
2325;-0.08629011233046802;-0.09583054
1217;-0.08844031051811552;-0.094350606
2451;-0.08885306189584945;-0.09083957
4491;-0.09031822152642542;-0.08962864
1309;-0.09438670300292296;-0.09453734
2321;-0.0946779472717163;-0.09022984
4773;-0.09376723809297027;-0.08219266
6348;-0.09330909920838759;-0.089562416
3264;-0.08961489865415907;-0.049114168
5259;-0.09478570765116984;-0.094351456
432;-0.09304697936647359;-0.08379133
709;-0.08764148573766914;-0.077404715
1669;-0.09109913769678371;-0.09419861
5830;-0.09013455415319628;-0.09337866
4661;-0.09414825549517648;-0.09238909
3239;-0.09057140308173017;-0.08509266
2900;-0.09515363653593648;-0.09093113
3828;-0.09100826948492018;-0.09221145
2844;-0.09502744039426832;-0.09291743
2987;-0.0924644908288869;-0.08847046
5987;-0.08314467422749991;-0.009916895
5500;-0.09298729001856146;-0.08063549
3055;-0.09129951375371352;-0.089272
6087;-0.09223149541385223;-0.08329925
5955;-0.08955204814095347;-0.0872496
2;-0.09537693351682033;-0.093373656
4538;-0.09189365206205194;-0.085238576
5595;-0.07440734616369962;-0.09171407
231;-0.09386246331909494;-0.09364388
6059;-0.09129951375371352;-0.07921993
3764;-0.02712092668241242;-0.100402825
6222;-0.09422943109777455;-0.08493384
2518;-0.08518338410905332;-0.08051923
6211;-0.08838707106578009;-0.08615204
6822;-0.09153394908041311;-0.09154909
2063;-0.08908605731088412;-0.086316906
4618;-0.0931435676157762;-0.088185735
4178;-0.08479974143100821;-0.08010447
6554;-0.0924644908288869;-0.09388576
2742;-0.09170725573002421;-0.09491734
285;-0.09293048165895625;-0.09277878
287;-0.09386246331909494;-0.07844891
2741;-0.09075139203984445;-0.078626916
1955;-0.09189726349098498;-0.08699558
3035;-0.09421195644164695;-0.08399027
3516;-0.09324211302656513;-0.092240736
5329;-0.08563772516837093;-0.0976476
4672;-0.08605711691543334;-0.092979796
377;-0.09435985028134021;-0.09408933
6352;-0.0900412161899334;-0.060228284
4597;-0.09522781645119814;-0.07999841
6478;-0.09526626069467886;-0.07505834
3251;-0.09386246331909494;-0.05568848
73;-0.09304697936647359;-0.0933175
4944;-0.08479281389483069;-0.0787401
6779;-0.08722209399060672;-0.093181334
4924;-0.09277560552916293;-0.081318215
5013;-0.09003346792740641;-0.0905467
1346;-0.09164900687626554;-0.08898141
4853;0.021120774000516946;-0.047723364
2055;-0.08838707106578009;-0.08817298
6861;-0.09042322032772226;-0.092662305
4950;0.06835730916344522;-0.076238565
1658;-0.0915325091687482;-0.09385117
2973;-0.09422360621239868;-0.094413765
6027;-0.09416112849185715;-0.09391202
1530;-0.054602735885752283;-0.092195265
5355;-0.09146210086676741;-0.091007344
3898;-0.09275573509768024;-0.0875929
4485;-0.08187618893919739;-0.079991296
1641;-0.06921737329380225;-0.094409026
6432;-0.09364694256018787;-0.09314977
6423;-0.09456144956419897;-0.092335336
4794;-0.09386246331909494;-0.09532334
1683;-0.09275573509768024;0.5757976
6357;-0.09318386417280645;-0.095251806
2498;-0.09199849999881755;-0.09194624
6636;-0.09404885965112268;-0.088283986
124;-0.0837271627650866;-0.078908816
1423;-0.08955204814095347;-0.09008106
4801;-0.0943284541491643;-0.09114415
6314;-0.08489213984025998;-0.09458813
5858;-0.09398478591198815;-0.07883412
2487;-0.09524412613025056;-0.10263992
6488;-0.052144448443292975;-0.08567597
5301;-0.09031277817104168;-0.05585366
6670;-0.014111899123609882;-0.08718707
283;-0.09339647248902559;-0.08826797
2188;-0.08576587264664;-0.0901092
6006;-0.09441388774297213;-0.092613235
6175;-0.08163019936986624;-0.08410446
6495;-0.09429932972228496;-0.09453926
2812;-0.09412653449760987;-0.08174928
5585;-0.04498353473825918;-0.0829839
5968;-0.06663112418691736;-0.08832087
1466;-0.09410662969930346;-0.08870609
5432;-0.09459229349724126;-0.09372276
5158;-0.09008017127586157;-0.08730314
4514;-0.09355956927954986;-0.08746702
6784;-0.09275573509768024;-0.092064865
1370;-0.08908605731088412;-0.090250015
1202;-0.09519519709309328;-0.092090346
1173;-0.09105131597033637;-0.09721838
6965;-0.08427120705919257;-0.08760595
1608;-0.09130162236221959;-0.08062109
5590;-0.09304697936647359;-0.09813446
2224;-0.09362946790406027;-0.09099399
3116;-0.0870930593822949;-0.08067965
4796;-0.08607295710872448;-0.08861436
6277;-0.09223149541385223;-0.06683397
4890;-0.0815137063222572;-0.085865945
2655;-0.0945340726029324;-0.059963387
2887;-0.09333289386514801;-0.061522167
1279;-0.09386246331909494;-0.09587864
6870;-0.09223149541385223;-0.09273368
3712;-0.08932399455867168;-0.078168556
6227;-0.0812772887870642;-0.08696572
4295;-0.09200719888263786;-0.09871766
2337;-0.09473619612547497;-0.09448605
4155;-0.09503909016502005;-0.06398717
3672;-0.08663960545302003;-0.0933718
870;-0.07260743910790063;-0.086257756
3837;-0.07790199779472169;-0.076425314
5697;-0.08205444208146967;-0.09341404
6882;-0.09399410572858953;0.81623554
6025;-0.09051221234400622;-0.06990075
2406;-0.09473619612547497;-0.09489741
5481;-0.08655223217238203;-0.08060702
2151;-0.08638108539026831;-0.075968936
1059;-0.0928284890810019;-0.080373146
3238;-0.08760442490446518;-0.09364058
4547;0.007048470700226597;-0.07622487
4273;-0.09443038964324196;-0.08931358
337;-0.09304697936647359;-0.09194055
5975;-0.09370184792974079;-0.09357996
6697;-0.09275573509768024;-0.094679505
1996;-0.08969767027535014;-0.09027829
2232;-0.08594061920791601;-0.086813755
1809;-0.0936673296590034;-0.09319546
6500;-0.09112142429072032;-0.08632815
4554;-0.09001803897102281;-0.08207402
4202;-0.07238416950397804;-0.07886057
3372;-0.060427621261619144;-0.09065501
2576;-0.005255066546461225;-0.091511846
4016;-0.03412220707376643;-0.09013508
2433;-0.08663960545302003;-0.08677529
6564;-0.09386246331909494;-0.09325421
602;-0.09214412213321423;-0.08544365
4792;-0.0855212274608536;-0.08802944
270;-0.09167813130314487;-0.09266844
5804;-0.04673914062833202;-0.08635465
6424;-0.07790227738921973;-0.08122443
4087;-0.08651339940904675;-0.090182945
2586;-0.09485269383299232;-0.08410483
1357;-0.0947128965839715;-0.0793424
3363;-0.09275573509768024;-0.0788608
4060;-0.0859802284284719;-0.0637447
6691;-0.0945905739910783;-0.092574306
5859;-0.07528107897007964;-0.08665577
6078;-0.08489213984025998;-0.07376654
3508;-0.09103593769045555;-0.08740813
333;-0.09476239121749878;-0.08841893
5057;-0.08195095891534762;-0.089067385
5372;-0.0893234213899507;-0.09545716
741;-0.08987241683662614;-0.09167922
2566;-0.0823123563561423;-0.08001647
6380;-0.09277134404302195;-0.08289597
6737;-0.054216463271959975;-0.06982179
311;-0.09392071217285361;-0.09167782
2332;-0.08148141956510731;-0.07581984
1251;-0.09013453667854016;-0.09058201
6375;-0.09401798775863059;-0.090516
1051;-0.09461853344088246;-0.09377768
159;-0.08157195517601586;-0.08996246
1109;-0.09293048165895625;0.006747568
6034;-0.08218007320925637;-0.05839721
3322;-0.09468610211124252;-0.09157532
3092;-0.09180919122410187;-0.09101492
3808;-0.09392071217285361;-0.08525844
5151;-0.09327997478150826;-0.0911397
6933;-0.09358210983848886;-0.089675084
3880;-0.0810669376139282;-0.08068455
6290;-0.09339647248902559;-0.09227479
5914;-0.08039066842179006;-0.08551124
3584;-0.08926080387216012;-0.0799062
3113;-0.08663960545302003;-0.07789544
2229;-0.09188200229130021;-0.09278204
6877;-0.09071702521612683;-0.084985964
6386;-0.08978504355598814;-0.08982348
748;-0.09183540320829328;-0.0913826
4562;-0.09005881316865388;-0.0912856
6454;-0.09421195644164695;-0.0512525
2411;-0.09520393442115709;-0.08243059
5787;-0.08538102246985647;-0.091523536
3382;-0.08497951312089798;-0.090975225
781;-0.09362946790406027;-0.09251657
5945;-0.09345472134278426;-0.09418085
1586;-0.0924644908288869;-0.085007325
4678;-0.08967837476005404;-0.07226795
2802;-0.09211499770633488;-0.08833306
4229;-0.09414205781713655;-0.09536362
3449;-0.09354597807450236;-0.08034725
1457;-0.08846436146983247;-0.08054739
208;-0.09362946790406027;-0.087953344
6066;-0.09307027890797705;-0.09246899
4215;-0.07516050384279921;-0.076625004
1643;-0.09479444497923364;-0.09612123
165;-0.09013453667854016;-0.093687885
1502;-0.08955204814095347;-0.0857556
2955;-0.08508277261142158;-0.09157633
4198;-0.09392071217285361;-0.08599948
6577;-0.08186811914299766;-0.08485527
4292;-0.08790351645883689;-0.08056411
5431;-0.09461969841795764;-0.093518846
5981;-0.08547462837784667;-0.09309483
365;-0.09199849999881755;-0.06553632
2479;-0.09456203205273656;-0.08815611
6902;-0.09421195644164695;-0.08331187
2198;-0.09365169566665457;-0.08970156
2500;-0.09327997478150826;-0.09194624
6381;-0.08905110799862892;-0.09072077
5486;0.06771985700745185;-0.06230295
280;-0.09444495185668163;-0.099043824
4197;-0.09423525598315043;-0.09367251
2902;-0.08955204814095347;-0.08785843
395;-0.09479444497923364;-0.09771211
6986;-0.0851002629947397;-0.091281615
6638;-0.08605711691543334;-0.08961489
25;-0.09310522822023225;-0.0925956
6834;-0.09298383527904504;-0.089422956
1585;-0.0924644908288869;-0.092473134
6649;-0.0945905739910783;-0.09263744
3473;-0.09223149541385223;-0.09448636
6322;-0.09397896102661228;-0.08242479
6457;-0.09479444497923364;-0.07810655
1720;-0.0946429979594611;-0.08563211
481;-0.08547462837784667;-0.08757743
5270;-0.09452207333905811;-0.0843721
3509;-0.09047555459287028;0.5724886
3534;-0.07990891952931338;-0.09183185
6820;-0.0946779472717163;-0.09442798
1049;-0.09461853344088246;-0.09377768
1177;-0.0902717109816762;-0.092748344
1699;-0.08146419479656232;-0.08513557
6316;-0.09459229349724126;-0.09372276
4467;-0.0946779472717163;-0.08539362
810;-0.09421195644164695;-0.09932504
5735;-0.09423816842583836;-0.0804306
1602;-0.08354164016586524;-0.0909517
3536;-0.08984329240974681;-0.08956229
2617;-0.08838707106578009;-0.093702234
180;-0.07207739201335288;-0.095416546
6879;-0.08081472007715317;-0.085948855
1899;-0.0837271627650866;-0.09076184
1651;-0.09351297019654294;-0.088190496
6035;-0.09188200229130021;-0.008322167
1293;-0.09304697936647359;-0.09060499
5527;-0.0885141607448649;-0.08352535
2074;-0.08792108023571074;-0.08735117
341;-0.09304697936647359;-0.08505985
6143;-0.09258098853640423;-0.086603135
5046;-0.05445711375135561;-0.07715713
2042;-0.0021787675029505084;-0.09382782
1884;-0.08081472007715317;-0.09573894
4298;-0.09421195644164695;-0.09292019
3551;-0.09374596561157761;-0.086771205
1995;-0.09069177433802246;-0.078784
4507;-0.09258098853640423;-0.092361964
3130;-0.09178436789258408;-0.09891116
3073;-0.09414497025982449;-0.08826151
2927;-0.0863040920553701;-0.08953305
4816;-0.09290426967476484;-0.08522807
6257;-0.08802776767127804;-0.09402329
3967;-0.08302817651998258;-0.08182297
4250;-0.0926868354410118;-0.099850334
2932;-0.09327997478150826;-0.09499886
5926;-0.09435653009667597;-0.093950145
6521;-0.09213198714951068;-0.08439014
6374;-0.09181792855216568;-0.07626386
2725;-0.09404885965112268;-0.091263086
4500;-0.09498666619663725;-0.09493013
2422;-0.09219479863598426;-0.09215209
3331;-0.09461969841795764;-0.07787911
3196;-0.0851187278813812;0.08756818
3874;-0.08058172466211849;-0.07902907
4468;-0.09416535735864003;-0.08539362
4887;-0.09188200229130021;-0.08748049
5256;-0.08690900640165387;-0.01846495
2295;-0.09327997478150826;-0.09040103
5503;-0.09421195644164695;-0.09293876
491;-0.09424370206694543;-0.09120697
1201;-0.09510432888122976;-0.079026096
5100;-0.09457805048752019;-0.08889176
98;-0.09327997478150826;0.48067564
3954;-0.08816986109011402;-0.089206904
1426;-0.09311315006434343;-0.09522699
1456;-0.09327997478150826;-0.09148215
6931;-0.09034423255207136;-0.07621585
2047;-0.08449022274932516;-0.08509225
4650;-0.08768808482067607;-0.080496594
4987;-0.09205674885257621;-0.089671165
5854;-0.08390623838117395;-0.08795395
2296;-0.0946779472717163;-0.08721424
2572;-0.06708297976764509;-0.091163196
5277;-0.08543579561451137;-0.084963314
6652;-0.08663960545302003;-0.09472944
4582;-0.03422728684096999;-0.07334547
4657;-0.08139720861473985;-0.091530435
4139;-0.07615481177645968;-0.088185936
8;-0.09388052046376014;-0.06993144
5689;-0.09421195644164695;-0.092770636
3315;-0.07207739201335288;-0.0881551
4867;-0.0942410808685263;-0.08838109
3261;-0.08492126426713931;-0.07948446
4329;-0.029078088168703685;-0.0813434
3835;-0.09464494521864225;-0.0946889
6971;-0.09188200229130021;-0.08068004
1783;-0.0855296240331229;-0.08581209
1937;-0.09310522822023225;-0.08742729
268;-0.09418283201476763;0.49375835
6611;-0.09362946790406027;-0.09107535
795;-0.09392071217285361;-0.088818245
2041;-0.09374596561157761;-0.09304487
313;-0.042965197393307876;-0.06686662
69;-0.09453939072328056;-0.08024726
5137;-0.08955204814095347;-0.058090314
6070;-0.08902052735040561;-0.09374263
4883;-0.09191574468730554;-0.091372095
328;-0.09339647248902559;-0.09576297
3889;-0.0882413324336759;-0.0856102
2424;-0.07178614774455953;-0.07227681
2673;-0.0945189209110927;-0.0932447
2172;-0.09284310837831825;-0.09309664
1053;-0.09457950670886416;-0.094547465
2608;-0.08751333825940007;-0.08871949
4254;-0.09412970673018557;-0.08200535
4917;-0.08908605731088412;-0.086117946
4232;-0.09529684134290216;-0.08943271
4206;-0.09362946790406027;-0.06980216
1875;-0.08867831533457343;-0.1013609
4131;-0.0924256580655516;-0.09213528
1258;-0.09466920994365251;-0.08156701
6934;-0.08670793543589872;-0.086419255
6410;-0.0946779472717163;-0.091840565
1644;-0.09488181825987164;-0.08671778
5538;-0.08693084972181338;-0.089444354
5424;-0.09362946790406027;-0.09762365
3370;-0.08663960545302003;-0.086953886
3511;-0.09118301604619619;-0.091701746
6606;-0.09482648184880091;-0.076008596
6775;-0.0945032007104403;-0.09258817
2458;-0.08553287723160533;-0.077441454
710;-0.0934696534364453;-0.08085292
6481;-0.09275573509768024;-0.09053913
5531;-0.0915325091687482;-0.09438958
3377;-0.09408963384875375;-0.08213574
4403;-0.09345472134278426;-0.093294136
3279;-0.09362946790406027;-0.093119286
5138;-0.09392857576811103;-0.09259856
6546;-0.09304697936647359;-0.09412721
5779;-0.07032330933080583;-0.068927154
2857;-0.09362946790406027;-0.08058481
1867;-0.0924644908288869;-0.09318896
4889;-0.07382485762611293;-0.0844179
4841;-0.09058014040979397;-0.08251391
3948;-0.08557994230544233;-0.08960154
873;-0.0765043048990117;-0.07622292
1198;-0.0911869478438249;-0.09546346
497;-0.08197969715232654;-0.08051337
559;-0.09421195644164695;-0.08653003
6609;-0.09421195644164695;-0.09585366
4516;-0.060427621261619144;-0.09309653
5988;-0.09370184792974079;-0.09357996
3316;-0.025478309006417964;-0.0881551
4205;-0.08896955960336678;-0.08174896
6943;-0.09226762426539603;-0.09652248
394;-0.09503093532549384;-0.087248474
805;-0.07474227707281196;-0.063526325
4978;-0.09238937077712557;-0.09034451
2025;-0.09447416132688745;-0.08406689
4997;-0.038863895600160014;-0.08734782
1334;-0.08838707106578009;-0.08837291
3212;-0.07847602859874263;-0.08356315
3597;-0.09304697936647359;-0.076787196
5596;-0.08743031267320661;-0.08068962
4001;-0.08611536576919201;-0.086481206
6008;-0.09441388774297213;-0.08728426
1732;-0.06562341901689239;-0.09179667
6366;-0.0924644908288869;-0.08201287
3028;-0.09456144956419897;-0.0999759
5835;-0.09348876197292083;-0.08422377
6600;-0.09362946790406027;-0.08582804
6486;-0.09188895137955362;-0.087167464
1087;-0.09298843926844612;-0.08639027
1992;-0.09317803928743058;-0.09027829
6672;-0.08768808482067607;-0.07601452
5249;-0.08937847820652338;-0.08857102
1596;-0.09013453667854016;-0.09115454
3493;-0.09082454677527997;-0.08865028
1754;-0.09304697936647359;-0.08977532
979;-0.09205674885257621;-0.08995928
4483;-0.09100826948492018;0.01217273
4627;-0.09339647248902559;-0.08869246
2277;-0.09461969841795764;-0.0855544
1135;-0.08610750275642313;-0.09161975
5395;-0.0895624164369225;-0.08897273
793;-0.09187967233714986;-0.0778915
1569;-0.09356539416492574;-0.09765659
4248;-0.08058206949533275;-0.08726782
6830;-0.09460222376183004;-0.09334587
1953;-0.08300936214021853;-0.039026394
579;-0.09105195612523918;-0.092833884
5368;-0.08287964194289797;-0.07802409
3007;-0.07595039324907901;-0.09057619
975;-0.0924644908288869;-0.078945346
4382;-0.09362946790406027;-0.08387723
4010;-0.0888239374689701;-0.08125734
6742;-0.08765896039379674;-0.08185406
4288;-0.0923771175482489;-0.088861704
3979;-0.09050732934259563;-0.089850865
2304;-0.09421195644164695;-0.09310217
1430;-0.08382247652946899;-0.09038627
3543;-0.02926538153307931;-0.09330188
4361;-0.09362946790406027;-0.09385477
3859;-0.09415370758788828;-0.092955165
4983;-0.09234799312136956;-0.09266046
5905;-0.09083352292364417;-0.083801284
5827;-0.09218553706823664;-0.09180665
772;-0.07790227738921973;-0.093325965
454;-0.08670793543589872;-0.09471441
759;-0.0930470026660151;-0.09133124
1550;-0.09386246331909494;-0.08488863
2793;-0.0837271627650866;-0.089856245
2375;-0.07930024987942778;-0.084000826
989;-0.08110602259480028;-0.09016118
3119;-0.09424108203350337;-0.0840044
4836;-0.08804002439508594;-0.092002384
4912;-0.08698909857557205;-0.08221798
2789;-0.09299455539809078;-0.08810257
1183;-0.0949718127389288;-0.08717724
5141;-0.0924644908288869;-0.09213825
2574;-0.08859769134862044;-0.087520204
4630;-0.09367024210169134;-0.08260921
3695;-0.0926741867024181;-0.08154994
3944;-0.08663960545302003;-0.08885876
1789;-0.09479444497923364;-0.09432121
5958;-0.09441388774297213;-0.04661532
5824;-0.09240857192927858;-0.09346539
5575;-0.09402090020131852;-0.092437275
2020;-0.08605711691543334;-0.0806566
3446;-0.08093584623859017;-0.0927128
5639;-0.0924663489673218;-0.08308337
1532;-0.09387896754931893;-0.092659794
151;-0.09444495185668163;-0.091700315
1079;-0.0822485528916892;-0.08325952
5489;-0.08838707106578009;-0.08487111
5935;-0.09359626605741783;-0.04556921
5817;-0.09287223280519757;-0.07993466
2674;-0.09280289569963741;-0.09194324
4245;-0.09129951375371352;-0.0750624
788;-0.09129951375371352;-0.07634372
649;-0.04901841827590872;-0.06544533
4606;-0.08629011233046802;-0.08570727
407;-0.08832882221202143;-0.08498757
691;-0.09173638015690354;-0.083742164
489;-0.09013453667854016;-0.06893993
3139;-0.09050732934259563;-0.089850865
6919;-0.09042322032772226;-0.08922262
6816;-0.0837271627650866;-0.056049798
953;-0.08994056799552379;-0.08887679
2587;-0.05789379612311706;-0.08410116
306;-0.048195361972298734;-0.080498345
2455;-0.08875983460540869;-0.0832076
4537;-0.08629011233046802;-0.084471114
5220;-0.09365865640467874;-0.08851021
6651;-0.06025287470034314;-0.089230865
558;-0.09421195644164695;-0.0915466
4303;-0.09389974258550049;-0.08424143
5161;-0.09250070996615403;-0.08915956
3351;-0.09310522822023225;-0.09387814
2803;-0.09191695160355541;-0.09162943
1674;-0.07539757667759699;-0.09110602
1223;-0.09078086595984634;-0.09595734
2156;-0.09074614964300617;-0.09128578
2312;-0.0945032007104403;-0.093870185
3937;-0.08611979268207767;-0.093441516
4319;-0.06828276169791635;-0.08570287
5816;-0.09461969841795764;-0.09088552
5168;-0.09227731396221879;-0.09277596
2524;-0.09502744039426832;-0.09435859
1212;-0.09068137691762654;-0.086724885
609;-0.09098799888381216;-0.09245033
5757;-0.05141273740965879;-0.059673473
1646;-0.09408369246567037;-0.09266009
830;-0.09421195644164695;-0.088971734
694;-0.08812495122386609;-0.09675795
1528;-0.0924644908288869;-0.0929508
3905;0.02263058428994164;-0.021315325
734;-0.08961029699471214;-0.09055323
2279;-0.09491094268675097;-0.08668658
1369;-0.09437447074363364;-0.06582794
3374;-0.08663960545302003;-0.086953886
2240;-0.09188200229130021;-0.09245015
143;-0.09288155262179897;-0.08278184
523;-0.09083352292364417;-0.089884825
1692;-0.0924644908288869;-0.093191475
320;-0.08786283138195207;-0.07895004
578;-0.09231886869449023;-0.092833884
6655;-0.08955204814095347;-0.09506904
3121;-0.09138781901601166;-0.09037661
2917;-0.08411267231889467;-0.09013625
2787;-0.0924644908288869;-0.0842455
3141;-0.08864686095354375;-0.09488821
3014;-0.09310522822023225;-0.089272
6665;-0.0837271627650866;-0.07639428
1594;-0.09308798655951969;-0.09825024
5763;-0.08439119969793542;-0.07981889
2463;-0.09484636917245119;-0.09453817
4072;-0.0940892843556312;-0.090713635
2219;-0.09327997478150826;-0.09278204
4015;-0.03412220707376643;-0.08744808
4312;-0.08805714722813685;-0.086487204
6853;-0.09409545873412963;-0.09300152
5880;-0.09374014072620174;-0.084589355
254;-0.09421195644164695;-0.08831612
2939;-0.09487890581718371;0.086056106
1008;-0.0923324686368658;-0.09120298
1925;-0.08363396459907273;-0.0842292
2065;-0.09223149541385223;-0.088571995
2011;-0.09211499770633488;-0.09179403
4599;-0.09316989668016366;-0.08779804
4221;-0.08955204814095347;-0.07787394
5004;-0.08375628719196594;-0.08299712
4356;-0.008865735914445668;-0.07918449
589;-0.09417754418382342;-0.089933544
453;-0.08838707106578009;-0.08968364
3888;-0.08988581407299064;-0.07978378
3813;-0.09514393810178566;-0.09504817
617;-0.09293048165895625;-0.08890044
3071;-0.09275573509768024;-0.08792339
3359;-0.09375069541850281;-0.07238053
4835;-0.09067916346118371;0.053706978
6878;-0.06741748371265938;-0.09137194
1034;-0.08907601870342735;-0.07975642
2233;-0.09392071217285361;-0.07575016
4339;-0.09380095252952579;-0.09106862
1474;-0.07498983470128631;-0.03343804
2645;-0.09444495185668163;-0.08462537
5609;-0.09345472134278426;-0.08810764
5038;-0.09258098853640423;-0.09693047
5104;-0.09188200229130021;-0.08425283
1299;-0.0924644908288869;-0.08860207
778;-0.0924644908288869;-0.08182335
1142;-0.09444495185668163;-0.094765365
3993;-0.0924644908288869;-0.090206444
6021;-0.0861539736919518;-0.06805234
3188;-0.09282773068092595;-0.088289626
1337;-0.09296688136767003;-0.088984445
3908;-0.09304697936647359;-0.0795826
659;-0.09491094268675097;-0.09077392
2880;-0.09327997478150826;-0.090768605
2222;-0.09258098853640423;-0.09245015
4084;-0.0909593404477629;-0.09073472
2527;-0.08516265916688598;-0.053509455
1285;-0.09383333889221561;-0.076197505
1919;-0.07032992640059281;-0.07470132
762;-0.09380421446533628;-0.09167922
2290;-0.09409545873412963;-0.09417323
4525;-0.08346620790024777;-0.08753225
6300;-0.08511173801893016;0.068146415
5444;-0.09141601146123086;-0.0864444
2114;-0.0942713702724808;-0.08905512
5269;-0.08081472007715317;-0.08521883
6558;0.06529903464524159;0.03696715
2292;-0.09409545873412963;-0.08599506
5228;-0.09160712595041305;-0.09277596
4454;-0.08139720861473985;-0.07875694
4971;-0.09219293234270984;-0.095844075
5801;-0.08733859169812405;-0.095694095
3733;-0.06392255248713927;-0.09152512
2085;-0.07673938329305678;-0.09063974
2372;-0.08215444371360255;-0.094718024
787;-0.09129951375371352;-0.0956288
5247;-0.09047179754180285;-0.08340219
5434;-0.09452239487273086;-0.094231956
1881;-0.08997143988801588;-0.08024007
1600;-0.08281032580692516;-0.08424368
591;-0.09304697936647359;-0.05654554
5397;-0.0946779472717163;-0.09406883
1544;-0.09056100100142594;-0.09283715
1659;-0.08908605731088412;-0.062199865
185;-0.0924644908288869;-0.09466062
3754;-0.07448438318523815;-0.060244586
1894;-0.09402264766693129;-0.096156776
2146;-0.09283728349294237;-0.08186211
5941;-0.09441388774297213;-0.09261368
5574;-0.0946562122944248;-0.09376293
1018;-0.0943284541491643;-0.092462845
4168;-0.09491094268675097;-0.09017155
5464;-0.04644789635953867;-0.09002046
4788;-0.09386246331909494;-0.09452934
5542;-0.09071702521612683;-0.09453349
718;0.0670022054996494;-0.067870736
4628;-0.09304697936647359;-0.092979036
4700;-0.06916494932541944;-0.07685482
2567;-0.09219887605574736;-0.08001647
6874;-0.09312692009337198;-0.0938144
353;-0.0837271627650866;-0.053774573
2349;-0.062105188249868805;-0.09557818
3285;-0.08663960545302003;-0.081153445
942;-0.09420030667089523;-0.06954989
1191;-0.08998998690554118;-0.09092817
2206;-0.0945032007104403;-0.09350978
3518;-0.08567896535683207;-0.08059542
3752;-0.09484636917245119;-0.092520766
1568;-0.08314462821090544;-0.082533
2314;-0.09188200229130021;-0.09115853
5936;-0.09359626605741783;-0.075853236
6661;-0.08081472007715317;-0.0792137
1800;-0.08727068168948098;-0.093224056
6466;-0.09388285041791047;-0.08481536
1630;-0.0895777941343148;-0.086069904
3698;-0.08194865051327317;-0.05752815
